שם,תיאור,סוג,שעות פתיחה,כתובת,אתר אינטרנט,טלפון,משלוחים,כשרות,נגישות לנכים,קטגוריה,עיר,אזור,חדש,latitude,longitude
קפה גרג,בית קפה מסעדה,"בית קפה,כריכים-סלטים,מתוקים-קינוחים","א-ה: 09:00-22:00
שישי: 08:30-15:00
שבת: ",שדרות דוד טוביהו 125,gregcafe.co.il/,052-70444411,ישיבה במסעדה,"כשר בד""ץ",N,בית קפה,באר שבע,דרום,N,31.251269,34.772240
יוגלך,בית קפה קונדיטוריה טבעונית,"בית קפה,חלבי,מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 08:00-17:00
שישי: 08:00-13:00
שבת: ",דרך הנדיב 16,yogalach.co.il,,"ישיבה במסעדה,איסוף עצמי,משלוחים",כשר,Y,בית קפה,פרדס חנה-כרכור,צפון,N,32.469581,34.980149
קפה אליה,בית קפה שכונתי,בית קפה,"א-ה: 07:00-20:00
שישי: 07:00-16:00
שבת: 09:00-16:00",פרישמן 73,,053-3462421,ישיבה במסעדה,,N,בית קפה,תל אביב - יפו,מרכז,N,32.079614,34.779065
Stella,רשת בתי קפה,בית קפה,"א-ה: 07:00-20:00
שישי: 07:00-15:00
שבת: ",שלמה המלך 37,,03-5289944,ישיבה במסעדה,כשר,Y,בית קפה,קריית אונו,מרכז,N,32.055570,34.863361
Stella,רשת בתי קפה,בית קפה,"א-ה: 07:00-20:00
שישי: 07:00-15:00
שבת: ",השדרה האקדמית 1,,03-5289944,ישיבה במסעדה,כשר,Y,בית קפה,קריית אונו,מרכז,N,32.036659,34.865055
Stella,רשת בתי קפה,בית קפה,"א-ה: 07:00-20:00
שישי: 07:00-15:00
שבת: ",לוי אשכול 121,,03-9047772,ישיבה במסעדה,כשר,N,בית קפה,קריית אונו,מרכז,N,32.053717,34.864802
יקב שדות,"יין איכותי ומקומי, אוכל מוקפד ומעדנייה ","בר-פאב,בית קפה,טאפסים,כריכים-סלטים,צמחוני-טבעוני","א-ה: 10:00-15:00
שישי: 09:00-15:00
שבת: ",המיידים 5,www.sadot-winery.com,052-8446228,ישיבה במסעדה,כשר,Y,"בית קפה,יקבים ומבשלות בירה",שדה יעקב,צפון,N,32.693933,35.141021
דלאל הקונדיטוריה,השילוב המנצח של בראנץ ודלאל הקונדיטוריה,"בית קפה,מתוקים-קינוחים","א-ה: 07:00-16:00
שישי: 07:00-16:00
שבת: ",כל ישראל חברים 7,dallal.co.il/,054-4781435 | 03-5109292,ישיבה במסעדה,,Y,"בית קפה,מאפיה וקונדיטוריה",תל אביב - יפו,מרכז,N,32.060596,34.763773
מיכליס בלונזרי ,בית קפה מסעדה וקונדיטוריה עם סוגי עוגות ומאפים,"איטלקי,בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:30-23:00 הכרטיס מכובד בשימוש אישי ומשפחתי
שישי: 08:00-14:30 הכרטיס מכובד בשימוש אישי ומשפחתי
שבת: מצאת השבת-23:30 הכרטיס מכובד בשימוש אישי ומשפחתי",החרט 7,michaliscoffee.co.il,08-6691000,ישיבה במסעדה,כשר למהדרין,Y,"בית קפה,מאפיה וקונדיטוריה",מודיעין-מכבים-רעות,ירושלים,N,31.888083,34.961793
לצ׳ה פטיסרי,בית קפה קונדיטוריה,"איטלקי,בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 09:30-21:30
שישי: 09:00-14:00
שבת: חצי שעה אחרי צאת שבת-22:30",החרושת 2 קניון עזריאלי,,050-5290757,"ישיבה במסעדה,איסוף עצמי,משלוחים",כשר למהדרין,N,"בית קפה,מאפיה וקונדיטוריה",עכו,צפון,N,32.923553,35.080433
לה פטיסייר,"בית קפה, קונדיטוריה ","בית קפה,חלבי,מתוקים-קינוחים","א-ה: 08:30-19:00
שישי: 08:00-14:00
שבת: ",חוגלה 25,,050-7992909,"ישיבה במסעדה,איסוף עצמי",,Y,"בית קפה,מאפיה וקונדיטוריה",באר שבע,דרום,N,31.249353,34.782372
לופו,"מסעדה בשרית המבורגרים , כנפיים, קרפציו עראיס ועוד ",בר-פאב,"א-ה: 17:00-לקוח אחרון
שישי: 
שבת: שעה לאחר צאת השבת - לקוח אחרון",עתיר ידע 4,,09-8870903,ישיבה במסעדה,,Y,בר-פאב,כפר סבא,שרון,N,32.165583,34.928556
בירבזאר הבימה,בר פאב לא כולל happy hour,"בר-פאב,דגים,כריכים-סלטים","א-ה:  החל מ17:00
שישי: החל מ13:00
שבת: החל מ17:00",שד' רוטשילד 142,beerbazaar.co.il,02-3724471,ישיבה במסעדה,,Y,בר-פאב,תל אביב - יפו,מרכז,N,32.071691,34.779442
בירבזאר שוק הכרמל,בר פאב לא כולל happy hour,"בר-פאב,דגים,כריכים-סלטים","א-ה: החל מ12:00
שישי: 11:00-18:00
שבת: החל מ19:00",ישכון 36,beerbazaar.co.il,02-3724471,ישיבה במסעדה,,N,בר-פאב,תל אביב - יפו,מרכז,N,32.068558,34.768220
בירבזאר מחנה יהודה,בר פאב לא כולל happy hour,"בר-פאב,בשרים,טאפסים","א-ה: 11:00-24:00
שישי: 10:00-15:00
שבת: ",עץ החיים 3,beerbazaar.co.il,02-3724471,ישיבה במסעדה,כשר,Y,בר-פאב,ירושלים,ירושלים,N,31.785566,35.212740
קלאב 147,בר סנוקר ,"סושי-אסייאתי,בשרים","א-ה: 12:00-03:00
שישי: 12:00-03:00
שבת: 12:00-03:00",בית עובד 2,,03-9635333,ישיבה במסעדה,,Y,בר-פאב,תל אביב - יפו,מרכז,N,32.064555,34.786150
בירבזאר ירושלים ,בר פאב לא כולל happy hour,בר-פאב,"א-ה: 18:00-00:00
שישי: 
שבת: שעה לאחר צאת השבת - לקוח אחרון",יפו 161,beerbazaar.co.il,02-3724471,ישיבה במסעדה,כשר,Y,בר-פאב,ירושלים,ירושלים,N,31.786769,35.208529
TLAB מבית ויסוצקי,בר תה,"בר-פאב,בית קפה","א-ה: 
שישי: 
שבת: ",דיזינגוף 68,,,"ישיבה במסעדה,איסוף עצמי",,N,בר-פאב,תל אביב - יפו,מרכז,N,32.076240,34.774759
TLAB מבית ויסוצקי,בר תה,"בר-פאב,בית קפה","א-ה: 10:00-20:00
שישי: 10:00-15:00
שבת: ",החשמונאים 103,,,"ישיבה במסעדה,איסוף עצמי",,Y,בר-פאב,תל אביב - יפו,מרכז,N,32.069559,34.784706
TLAB מבית ויסוצקי,בר תה,"בר-פאב,בית קפה","א-ה: 09:30-22:00
שישי: 09:30-15:00
שבת: ",קניון עזריאלי,,,"ישיבה במסעדה,איסוף עצמי",,Y,בר-פאב,תל אביב - יפו,מרכז,N,32.069559,34.784499999999994
KOI,טאפס בר,"בר-פאב,דגים,חלבי,טאפסים","א-ה: 17:00-00:00
שישי: 17:00-00:00
שבת: 17:00-00:00",עולי ציון 4,,03-5177844,ישיבה במסעדה,,Y,בר-פאב,תל אביב - יפו,מרכז,N,32.053968,34.755754
TLAB מבית ויסוצקי,בר תה,"בר-פאב,בית קפה","א-ה: 09:30-22:00
שישי: 09:30-15:00
שבת: שעה לאחר צאת השבת - 23:00",הקניון פתח תקווה,,,"ישיבה במסעדה,איסוף עצמי",,Y,"בר-פאב,בית קפה",פתח תקווה,מרכז,N,32.093060,34.865786
גלידה סיציליאנית ,"גלידה, קפה וקינוחים",מתוקים-קינוחים,"א-ה: 11:00-00:00
שישי: 11:00-00:00
שבת: 11:00-00:00",שנקר 14,glideria.co.il/,03-9774367,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,הרצליה,שרון,N,32.159038,34.808573
מקס ברנר,חנות שוקולד,"בית קפה,חלבי,מתוקים-קינוחים","א-ה: 09:30-22:00
שישי: 09:30-15:00
שבת: מצאת השבת -22:00",שדרות דוד טוביהו 125,www.max-brenner.co.il,08-6253119,איסוף עצמי,כשר,Y,גלידריה מתוקים וקינוחים,באר שבע,דרום,N,31.250706,34.771637
מקס ברנר,חנות שוקולד,מתוקים-קינוחים,"א-ה: 10:00-20:00
שישי: 09:30-15:00
שבת: מצאת השבת -23:00",דרך עכו 192,www.max-brenner.co.il,04-8133090,איסוף עצמי,כשר,Y,גלידריה מתוקים וקינוחים,קריית ביאליק,צפון,N,32.843957,35.089882
מלכת הג'לי ,חומרי גלם לאפיה קלה מקצועית וחווייתית לכל אחד,מתוקים-קינוחים,"א-ה: איסוף עצמי  09:00-15:00
שישי: 
שבת: ",נחשון 12,dejellyqueen.com/,03-9325232,"ישיבה במסעדה,משלוחים",כשר למהדרין,Y,גלידריה מתוקים וקינוחים,פתח תקווה,מרכז,N,32.107659,34.895416
וניליה,גלידרייה,מתוקים-קינוחים,"א-ה: 10:30-22:00
שישי: 10:30-22:00
שבת: 10:30-22:00",מרכז דרורים,,09-7728197,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,בני דרור,שרון,N,32.260352,34.893881
וניליה,גלידרייה,מתוקים-קינוחים,"א-ה: 11:00-20:30
שישי: 11:00-20:30
שבת: 11:00-20:30",אוסישקין 59,www.vaniglia.co.il,03-5498998,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,רמת השרון,שרון,N,32.143343,34.843682
וניליה,גלידרייה,מתוקים-קינוחים,"א-ה: 11:00-23:00
שישי: 11:00-00:00
שבת: 11:00-00:00",יעל רום 8,www.vaniglia.co.il,072-2410412,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,פתח תקווה,מרכז,N,32.098670,34.881489
וניליה,גלידרייה,מתוקים-קינוחים,"א-ה: 10:00-23:00
שישי: 10:00-23:00
שבת: 10:00-23:00",דוד רמז 4 - מתחם התחנה,www.vaniglia.co.il,072-2600672,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,ירושלים,ירושלים,N,31.767869,35.224587
וניליה,גלידרייה,מתוקים-קינוחים,"א-ה: 11:00-21:00
שישי: 10:00-15:30
שבת: 10:00-22:00",דרך הרכבת 1,www.vaniglia.co.il,072-2415844,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,אשדוד,דרום,N,31.776409,34.664149
מבאלי,"מלבי חלבי, פרווה, טבעוני וללא גלוטן ",מתוקים-קינוחים,"א-ה: 10:00-00:00
שישי: 09:00-חצי שעה לםני כניסת שבת
שבת: שעה מצאת השבת - 00:00",הרצל 75,logo_mabali,058-4124412,ישיבה במסעדה,כשר,Y,גלידריה מתוקים וקינוחים,רמת גן,מרכז,N,32.086821,34.815048
גלידריית מולי ,גלידות קינוחים ומתוקים ללא עסקיות ,מתוקים-קינוחים,"א-ה: 10:00-02:00
שישי: 08:00-חצי שעה לפני כניסת שבת
שבת: מצאת השבת - 02:00",בן גוריון 105,,050-8616262,ישיבה במסעדה,כשר,Y,גלידריה מתוקים וקינוחים,גדרה,דרום,N,31.804248,34.783855
גלידריית מולי ,גלידות קינוחים ומתוקים ללא עסקיות ,מתוקים-קינוחים,"א-ה: 10:00-02:00
שישי: 08:00-חצי שעה לפני כניסת שבת
שבת: מצאת השבת - 02:00","צה""ל 28",,052-8116262,ישיבה במסעדה,כשר,N,גלידריה מתוקים וקינוחים,גן יבנה,דרום,N,31.790163,34.706467
בן אנד ג'ריס ישראל,חנות המפעל לגלידות כחול לבן,מתוקים-קינוחים,"א-ה: 09:30-20:00
שישי: 09:00-14:00
שבת: ",קציר 6 א.ת.,www.benjerry.co.il/scoop-shops/,073-2708720,איסוף עצמי,כן,Y,גלידריה מתוקים וקינוחים,באר טוביה,דרום,N,31.724305,34.752468
בן אנד ג'ריס ישראל,חנות המפעל לגלידות כחול לבן,מתוקים-קינוחים,"א-ה: 09:30-23:00
שישי: 09:00-14:00
שבת: לא כולל מקרר עודפים",המיסב 5,www.benjerry.co.il/scoop-shops/,08-9420586,ישיבה במסעדה,כן,Y,גלידריה מתוקים וקינוחים,יבנה,דרום,N,31.863757,34.742563
LULU&CO,גלידרייה וקינוחים ,"חלבי,מתוקים-קינוחים","א-ה: 16:00-02:00
שישי: 11:00-שעה לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 02:00",רוטשילד 37,lulu-co.co.il,03-5528282,ישיבה במסעדה,כשר (לאוכלי חלב נוכרי),Y,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.063910,34.773822
מקס ברנר,חנות שוקולד,מתוקים-קינוחים,"א-ה: 9:30-21:30
שישי: 9:30-15:00
שבת: ","קניון חוצות, מעלה כמון 5",www.max-brenner.co.il,1700708877,איסוף עצמי,כן,Y,גלידריה מתוקים וקינוחים,כרמיאל,צפון,N,32.928320,35.324480
וניליה,גלידרייה,מתוקים-קינוחים,"א-ה: 10:30-21:30
שישי: 10:30-21:30
שבת: 10:30-21:30","אהרון בקר 8 ת""א",www.vaniglia.co.il,03-6035000,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.432500,34.924410
NIGHT COOKIE,עוגיות איכותיות חמות וטריות במגוון טעמים מפתיעים,מתוקים-קינוחים,"א-ה: 10:30-02:00
שישי: 16:00-02:00
שבת: 16:00-02:00",קרליבך 23,,074-7031853,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.068850,34.782930
NIGHT COOKIE,עוגיות איכותיות חמות וטריות במגוון טעמים מפתיעים,מתוקים-קינוחים,"א-ה: 17:00-00:00
שישי: 17:00-01:00
שבת: 17:00-01:00",סוקולוב 36,,074-7031853,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,רמת השרון,שרון,N,32.142400,34.837300
NIGHT COOKIE,עוגיות איכותיות חמות וטריות במגוון טעמים מפתיעים,מתוקים-קינוחים,"א-ה: 16:30-01:00
שישי: 
שבת: שעה מצאת שבת-00:00",אודם 11,,03-7290388,ישיבה במסעדה,כשר,Y,גלידריה מתוקים וקינוחים,פתח תקווה,מרכז,N,32.089580,34.857740
גלידריית מולי,גלידות קינוחים ומתוקים ללא עסקיות,מתוקים-קינוחים,"א-ה: 10:00-02:00
שישי: 08:00-חצי שעה לפני כניסת שבת
שבת: צאת שבת - 02:00",הקליטה 1,,050-3106262,ישיבה במסעדה,כשר,Y,גלידריה מתוקים וקינוחים,אשדוד,דרום,N,31.788070,34.642430
וניליה ,גלידרייה וקינוחים ,מתוקים-קינוחים,"א-ה: 10:00-22:00
שישי: 10:00-22:00
שבת: 10:00-22:00",סשה ארגוב 23,www.vaniglia.co.il,09-7661680,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,רעננה,שרון,N,32.193303,34.865628
choose-your-cookies,חנות עוגיות מושחתות,"מתוקים-קינוחים,צמחוני-טבעוני,ללא גלוטן","א-ה: 
שישי: 
שבת: ",דיזנגוף 138,choose-your-cookies.com,03-6780886,"ישיבה במסעדה,משלוחים",,Y,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.082172,34.773945
Hey Cookie,היי קוקי מסעדת עוגיות בעבודת יד,מתוקים-קינוחים,"א-ה: 10:00-00:00
שישי: 09:30-14:30
שבת: שעה לאחר צאת השבת - 00:00",דרך מצדה 35,www.heycookie.co.il,077-4504032,"ישיבה במסעדה,משלוחים",הרבנות הראשית,N,גלידריה מתוקים וקינוחים,באר שבע,דרום,N,31.258227,34.793176
שוקולד לאונידס,מארזי שוקולד בלגי משובח,מתוקים-קינוחים,"א-ה: 09:30-21:30
שישי: 09:00-15:00
שבת: שעה לאחר צאת השבת - 23:00",איינשטיין 40 קניון רמת אביב,leonidas.co.il,03-7160602,ישיבה במסעדה,,N,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.112146,34.795827
שוקולד לאונידס,מארזי שוקולד בלגי משובח,מתוקים-קינוחים,"א-ה: 09:30-20:00
שישי: 09:00-15:00
שבת: ",סוקולוב 83,leonidas.co.il,03-5400646,ישיבה במסעדה,,N,גלידריה מתוקים וקינוחים,רמת השרון,מרכז,N,32.147499,34.839139
שוקולד לאונידס,מארזי שוקולד בלגי משובח,מתוקים-קינוחים,"א-ה: 09:30-20:30
שישי: 09:00-15:00
שבת: ",אבן גבירול 74,leonidas.co.il,03-6093363,ישיבה במסעדה,,N,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.080913,34.781484
גלידה סיציליאנית ,"גלידה, קפה וקינוחים",מתוקים-קינוחים,"א-ה: 10:00-00:00
שישי: 10:00-01:00
שבת: 10:00-01:00",הטיילת 6,,03-7735288,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,ראשון לציון,מרכז,N,31.998860,34.732551
יאללה כנאפה ,קינוח תורכי אוטנטי ,מתוקים-קינוחים,"א-ה: א'-ג' 13:00-01:00 ד'- 11:00-01:00 ה' 11:00-03:00
שישי: 10:00- עד שעה לפני כניסת שבת
שבת: חצי שעה לאחר צאת - 02:00",אבן גבירול 80,,052-5449407,ישיבה במסעדה,כשרות רבנות,Y,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.081728,34.781509
Hey Cookie,היי קוקי מסעדת עוגיות בעבודת יד -  איסוף עצמי,"מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 12:00-00:00
שישי: 09:30-14:30
שבת: ","התות 6, שוק מחנה יהודה",www.heycookie.co.il,02-6330999,ישיבה במסעדה,רבנות ירושלים,Y,גלידריה מתוקים וקינוחים,ירושלים,ירושלים,N,31.784808,35.212625
גלידה GOLDA,רשת גלידריות וקינוחים ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ","טרמינל סנטר, יהדות קנדה 1",www.goldaglida.co.il,03-7797577,"ישיבה במסעדה,משלוחים","כשר בד""צ בית יוסף",N,גלידריה מתוקים וקינוחים,אור יהודה,מרכז,N,32.020485,34.859787
